,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.GoodForKids,attributes.RestaurantsReservations,attributes.GoodForMeal,attributes.BusinessParking,attributes.Caters,attributes.NoiseLevel,attributes.RestaurantsTakeOut,attributes.RestaurantsPriceRange2,attributes.OutdoorSeating,attributes.BikeParking,attributes.Ambience,attributes.HasTV,attributes.WiFi,attributes.Alcohol,attributes.RestaurantsAttire,attributes.RestaurantsGoodForGroups,attributes.RestaurantsDelivery,attributes.BusinessAcceptsCreditCards,Chinese,French,Mexican,Italian,Indian,Japanese,American
17,5yZ1XmDcOEsElDeb9PlPDQ,Yagyu Ramen,"4355 W Spring Mountain Rd, Ste 107",Las Vegas,NV,89102,36.1259293,-115.1976305,4,150,0,"Restaurants, Japanese, Ramen",1,1,2,1,1,quiet,1,1,0,1,1,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,1,0
18,_j2EtQtgLuXGRBfbM5YwZA,Noodle Asia,3355 Las Vegas Blvd S,Las Vegas,NV,89109,36.122689,-115.170163,3.5,1090,1,"Restaurants, Asian Fusion, Chinese, Dim Sum, Noodles",1,0,3,1,0,average,1,2,0,0,1,0,free,beer_and_wine,casual,1,0,1,1,0,0,0,0,0,0
19,5ma1OUQWy_Ds80xUiP7JPQ,Fuku Burger Chinatown,3429 S Jones Blvd,Las Vegas,NV,89146,36.126649,-115.225307,4,490,1,"Burgers, Fast Food, Restaurants",1,0,3,0,1,average,1,2,0,0,3,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,0
20,tMYYSWyTppDcF070Hmy-kQ,Blue Ribbon Fried Chicken - Downtown Summerlin,"1770 Festival Plaza Dr, Suite 200, Downtown Summerlin",Las Vegas,NV,89135,36.15179146,-115.3327068,3.5,445,0,"Restaurants, Fast Food, American (New), Chicken Wings, Chicken Shop",1,0,2,1,1,average,1,2,0,1,1,1,no,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,1
21,S5FTckOpSK0_Ma4c18ZEgg,Wo Fat,"3700 E Desert Inn Rd, Ste 1",Las Vegas,NV,89121,36.1299291,-115.093628,3.5,165,1,"Chinese, Restaurants",1,1,2,1,1,average,1,1,0,1,1,0,no,beer_and_wine,casual,1,0,1,1,0,0,0,0,0,0
22,0gTTGuA6uEmMhLhfJi0hqA,Sammy's Woodfired Pizza and Grill,"9516 W Flamingo Rd, Ste 100",Las Vegas,NV,89147,36.1158229,-115.2996399,3.5,169,1,"Pizza, Salad, Gluten-Free, American (New), Restaurants",1,1,2,1,1,average,1,2,1,1,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
23,Vs7gc9EE3k9wARuUcN9piA,Pan Asian,"2980 S Durango Dr, Ste 101",Las Vegas,NV,89117,36.1349835,-115.2784336,4.5,669,1,"Thai, Japanese, Chinese, Restaurants",1,1,2,1,1,average,1,2,0,1,1,1,no,none,casual,1,0,1,1,0,0,0,0,1,0
24,hl6s4hGsJDcRhHIWrSM-UA,Azuza Hookah Lounge & Cafe,4480 Paradise Rd,Las Vegas,NV,89169,36.108898,-115.151261,4.5,273,1,"Beer, Wine & Spirits, Bars, Ethnic Food, Cafes, Specialty Food, Restaurants, Cocktail Bars, Arts & Entertainment, Hookah Bars, Tea Rooms, Food, Nightlife, Mediterranean, Coffee & Tea, Music Venues",0,1,1,1,1,average,1,2,1,1,2,1,free,full_bar,casual,1,1,1,0,0,0,0,0,0,0
25,hCsJv234v62MgdsUU1j8dQ,Big Sur Oyster Bar,9777 S Las Vegas Blvd,Las Vegas,NV,89183,36.011588,-115.175342,3.5,254,1,"Restaurants, Seafood",1,0,2,2,0,average,1,2,0,1,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
27,Ia1JlEo7UUyZtmqRe1K1Pw,Makers & Finders Coffee,"2120 Festival Plaza Dr, Unit 140",Las Vegas,NV,89135,36.1486981,-115.3331133,3.5,243,1,"Food, Coffee & Tea, Breakfast & Brunch, Latin American, Restaurants",1,0,5,1,1,loud,1,2,1,1,1,0,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,1
28,VkECNTcZZ1mdN-VJltJcWA,King & I,1107 E Tropicana Ave,Las Vegas,NV,89119,36.1001658,-115.1389824,3.5,182,1,"Thai, Salad, Soup, Restaurants",1,1,2,1,1,quiet,1,2,0,0,2,1,free,beer_and_wine,casual,1,1,1,0,0,0,0,0,0,0
29,WLblFINiPI18_o1OdDsnVg,Cafe Rio,4680 S Maryland Pkwy,Las Vegas,NV,89119,36.1043905,-115.1367126,3,213,1,"Mexican, Restaurants",1,0,2,1,1,average,1,1,1,1,1,0,no,none,casual,1,0,1,0,0,1,0,0,0,0
30,aNe8ofTYrealxqv7VtFTuw,Sierra Gold,6515 S Jones Blvd,Las Vegas,NV,89118,36.0702792,-115.2249525,3.5,231,1,"Pubs, Sports Bars, Pizza, Nightlife, Food, Breweries, American (New), Bars, Restaurants",0,0,2,1,0,average,1,2,0,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
31,WRQ-9LluyivReFiQZFUujw,Buldogis Gourmet Hot Dogs,"2291 S Fort Apache Rd, Ste 102",Las Vegas,NV,89117,36.1470835,-115.2982993,4.5,865,1,"Korean, Restaurants, Asian Fusion, Chicken Wings, Hot Dogs",1,0,2,1,1,average,1,1,1,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,0,0
32,f_eiOrEcMnkHB7GvQVOHkQ,Terrace Pointe Cafe,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.126212,-115.164514,4,744,1,"American (Traditional), American (New), Restaurants",1,1,3,1,0,average,1,2,1,0,1,0,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
33,74C1z6cqEdvJVgETTcEodw,Portofino by Chef Michael LaPlaca,3400 Las Vegas Blvd S,Las Vegas,NV,89109,36.121305,-115.175582,4,287,0,"Arts & Entertainment, Italian, Hotels & Travel, Hotels, Restaurants, Event Planning & Services, Bars, Casinos, Wine Bars, Lounges, Nightlife",0,1,1,1,0,average,1,3,0,0,2,1,free,full_bar,dressy,1,0,1,0,0,0,1,0,0,0
34,c5TOGBUCCUUNBPM7h_KbmQ,Fausto's Mexican Grill,"7835 S Rainbow Blvd, Ste 20",Las Vegas,NV,89139,36.04601894,-115.2440145,4,158,1,"Chicken Wings, Mexican, Breakfast & Brunch, Restaurants",1,0,2,1,1,quiet,1,1,0,0,1,0,no,none,casual,1,0,1,0,0,1,0,0,0,0
35,atVh8viqTj-sqDJ35tAYVg,Beach Cafe,7750 S Jones Blvd,Las Vegas,NV,89139,36.0484864,-115.2243463,3.5,294,1,"Restaurants, Burgers, Diners, Breakfast & Brunch",1,0,3,1,1,average,1,1,1,1,1,1,free,none,casual,1,1,1,0,0,0,0,0,0,0
36,gc_GGat7TgNCmrgc4nVOgw,Crush,3799 Las Vegas Blvd S,Las Vegas,NV,89109,36.10289615,-115.1701994,3.5,256,1,"Nightlife, Tapas Bars, Bars, Lounges, Restaurants, American (New)",0,1,1,2,0,average,0,3,0,0,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
38,7wMCJ9NqL9eBEX4WdJWuIA,Outback Steakhouse,"3785 Las Vegas Blvd S, Fl 4",Las Vegas,NV,89109,36.1035296,-115.1723424,3.5,130,1,"Steakhouses, Restaurants",1,1,1,0,0,average,1,2,0,0,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,0
39,xDvl_i1g1HCJ4EmIRmwfqg,Denny's,450 Fremont St,Las Vegas,NV,89101,36.1699356,-115.1414301,3,170,1,"Diners, Restaurants, American (Traditional), Breakfast & Brunch, Sandwiches",1,0,3,1,0,average,1,2,1,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
40,5qG4UHurI1yEozwn25WAFw,BLACKOUT Dining in the Dark,"3871 S Valley View Blvd, Ste 8",Las Vegas,NV,89103,36.119787,-115.190605,4,300,1,"Diners, Venues & Event Spaces, Event Planning & Services, Arts & Entertainment, Vegetarian, American (New), Mediterranean, Nightlife, Restaurants",0,1,1,1,0,average,0,3,0,0,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
41,rdE9gg0WB7Z8kRytIMSapg,Lazy Dog Restaurant & Bar,6509 Las Vegas Blvd S,Las Vegas,NV,89119,36.07014648,-115.1738563,4,815,1,"Comfort Food, American (New), Restaurants, Bars, Breakfast & Brunch, Wine Bars, Tapas/Small Plates, Burgers, Nightlife, Cocktail Bars, Beer, Wine & Spirits, Food, Beer Bar",1,0,5,1,1,average,1,2,1,1,2,1,free,full_bar,casual,1,1,1,0,0,0,0,0,0,1
42,w4yq1IRk0DHQE995giqjGg,Olive Garden Italian Restaurant,1545 E Flamingo Rd,Las Vegas,NV,89119,36.11404716,-115.1322573,3.5,231,1,"Wine Bars, Italian, Salad, Nightlife, Bars, Restaurants",1,1,3,1,1,average,1,2,0,1,1,0,no,full_bar,casual,1,0,1,0,0,0,1,0,0,0
45,qsJkjQoM3Hdg6Gtqp2S9_w,Archi's Thai Cafe,9350 W Sahara Ave,Las Vegas,NV,89117,36.14715261,-115.2999764,3.5,562,1,"Thai, Restaurants, Food",1,1,2,1,0,average,1,2,0,1,1,0,no,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,0
46,XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,2985 Las Vegas Blvd S,Las Vegas,NV,89109,36.13366733,-115.1630948,4,3260,1,"Nightlife, Lounges, Restaurants, Bars, American (Traditional), Breakfast & Brunch",1,0,4,1,0,average,1,2,0,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
47,VUtazCTIc0aoOrQprP_s-Q,Toby Keith's I Love This Bar & Grill,3475 Las Vegas Blvd S,Las Vegas,NV,89109,36.11899784,-115.1703831,3,641,1,"Restaurants, Nightlife, Bars, Music Venues, American (Traditional), Arts & Entertainment",0,1,3,1,0,loud,1,2,0,1,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
48,gHoP4eJimaMltfUlp6EP4Q,Sammy's Woodfired Pizza and Grill,6500 W Sahara Ave,Las Vegas,NV,89146,36.14446905,-115.236672,4,343,1,"Restaurants, Salad, Pizza, Gluten-Free",1,1,2,1,1,average,1,2,1,1,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
49,eS76100l3h7Ollb5s3_M4A,Madhouse Coffee,8899 S Eastern Ave,Las Vegas,NV,89123,36.0280976,-115.1189137,4,271,1,"Bagels, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, Coffee & Tea, Bakeries",1,1,4,2,1,average,1,1,1,1,3,0,free,none,casual,1,1,1,0,0,0,0,0,0,0
50,0G1y7uV7w1D2uziS4Lt_Dw,Chapalas Mexican Restaurants,3331 E Tropicana Ave,Las Vegas,NV,89121,36.0996135,-115.1039133,3.5,191,1,"Restaurants, Mexican",1,1,2,1,1,average,1,2,1,1,1,1,free,full_bar,casual,1,1,1,0,0,1,0,0,0,0
51,ZPwx7ktiVluGFVg0L05n5A,Rincon De Buenos Aires,5300 Spring Mountain Rd,Las Vegas,NV,89146,36.126315,-115.214259,4.5,297,1,"Argentine, Delis, Specialty Food, Ethnic Food, Italian, Restaurants, Food, Latin American, Grocery, Steakhouses",1,1,2,1,1,average,1,2,1,1,1,1,no,beer_and_wine,casual,1,0,1,0,0,0,1,0,0,1
52,Suy2V5n_w8uzsXTdDdtCnA,Boca Do Brasil,4825 S Fort Apache Rd,Las Vegas,NV,89147,36.1013505,-115.2983204,4,121,1,"Food, Pizza, Sandwiches, Restaurants, Grocery, Brazilian",1,1,2,1,1,average,1,2,0,1,1,1,no,none,casual,1,1,1,0,0,0,0,0,0,0
53,a0v7Si0DK4cIko7AQY4YXg,Egg Works,6960 S Rainbow Blvd,Las Vegas,NV,89118,36.06219401,-115.2418562,4.5,999,1,"Restaurants, Burgers, Breakfast & Brunch, American (Traditional), Pizza",1,0,3,1,1,average,1,2,1,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
54,uuGL8diLlHfeUeFuod3F-w,Tom's Urban,3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.102928,-115.173847,3.5,1671,1,"Gastropubs, Nightlife, Restaurants, American (New), Bars, Sports Bars",1,1,5,2,0,average,1,2,1,1,3,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
55,Kbbm6Vd5UdbP10dwjBghRw,In-N-Out Burger,3882 Blue Diamond Rd,Las Vegas,NV,89139,36.04062762,-115.1912562,4,311,1,"Burgers, Fast Food, Restaurants",1,0,3,1,0,average,1,1,1,1,1,0,no,none,casual,1,0,1,0,0,0,0,0,0,0
56,gOOfBSBZlffCkQ7dr7cpdw,Chica,"3355 South Las Vegas Blvd, Ste 106",Las Vegas,NV,89109,36.1226902,-115.1701939,4.5,598,1,"Latin American, Mexican, Wine Bars, Bars, Restaurants, Nightlife",0,1,3,2,0,average,1,2,0,0,1,1,free,full_bar,casual,1,0,1,0,0,1,0,0,0,1
58,eJPckkV1k7gn0V2awA1pzA,Soho Sushi Burrito,"6040 W Badura Ave, Ste 150",Las Vegas,NV,89118,36.06273651,-115.2236786,4.5,225,1,"Asian Fusion, Fast Food, Restaurants, Mexican, Food, Sushi Bars, American (New), Poke",1,0,2,2,1,average,1,1,0,1,1,0,no,none,casual,1,1,1,0,0,1,0,0,0,1
59,LYWbyu1EQM2o5hwHG5_Ldg,RM Seafood,3950 S Las Vegas Blvd,Las Vegas,NV,89119,36.093063,-115.17631,3.5,928,0,"Restaurants, Sushi Bars, Seafood",0,1,1,1,0,average,1,3,0,0,0,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
60,AUl6myFhTAbEqt0GMdKHiw,Chipotle Mexican Grill,"7340 Arroyo Crossing Pkyw, Ste 100",Las Vegas,NV,89118,36.0636775,-115.2520419,3,163,1,"Restaurants, Fast Food, Mexican",1,0,2,1,1,average,1,1,1,1,1,0,no,beer_and_wine,casual,1,0,1,0,0,1,0,0,0,0
61,o69XnnmtOaj6a2sjOTsGeg,Capriotti's Sandwich Shop,"3830 E Flamingo Rd, Ste E5",Las Vegas,NV,89121,36.11703371,-115.0904043,3.5,129,1,"Restaurants, Delis, Sandwiches",1,0,1,1,1,average,1,1,0,1,1,1,free,none,casual,1,1,1,0,0,0,0,0,0,0
62,6QUuDlLjNDQWFCbJ9--jsQ,Fú Asian Kitchen,4455 Paradise Rd,Las Vegas,NV,89169,36.109157,-115.154976,4,189,1,"Asian Fusion, Food, Vegetarian, Cantonese, Chinese, Restaurants",1,1,1,1,0,average,1,2,0,0,1,0,free,full_bar,casual,1,0,1,1,0,0,0,0,0,0
63,9ae7asMUB-Fty3tw6m18qQ,Pho Da Nang Vietnamese Kitchen,3700 W Flamingo Rd,Las Vegas,NV,89103,36.117237,-115.189231,3,111,1,"Vietnamese, Restaurants",1,0,2,1,0,loud,1,2,0,0,1,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,0
65,zuwba6QEBIDZT0tJZmNhdQ,Kobe Sushi Bar,9340 W Flamingo Rd,Las Vegas,NV,89147,36.1160271,-115.2944197,3.5,291,1,"Tapas Bars, Sushi Bars, Japanese, Restaurants",1,1,2,1,1,average,1,2,0,1,1,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,1,0
66,qG_WEgPa8MBo1dPUOkTMlw,In-N-Out Burger,9610 W Tropicana Ave,Las Vegas,NV,89147,36.10064631,-115.3020415,4.5,372,1,"Burgers, Fast Food, Restaurants",1,0,3,1,0,average,1,1,1,1,1,0,no,none,casual,1,0,1,0,0,0,0,0,0,0
67,lVfZ2AaYRYHCFenUMQna8g,Super B Burrito,8899 S Eastern Ave,Las Vegas,NV,89123,36.0280976,-115.1189235,4,166,0,"Mexican, Restaurants",1,0,2,1,1,average,1,1,0,1,1,0,no,none,casual,1,0,1,0,0,1,0,0,0,0
68,mswelTP1cQiuAps2fSGuBw,Farmer Boys,5955 S Eastern Ave,Las Vegas,NV,89119,36.081352,-115.1192262,3,180,1,"Sandwiches, Restaurants, Mexican, American (Traditional), Burgers, Salad, Breakfast & Brunch, Diners",1,0,4,1,0,average,1,1,1,1,1,0,free,none,casual,1,0,1,0,0,1,0,0,0,1
69,L7SKlQ4hH12eIqmabXzE0Q,DJT,2000 Fashion Show Dr,Las Vegas,NV,89109,36.129522,-115.172779,3,139,1,"Restaurants, American (New)",0,1,1,1,0,average,0,3,0,0,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
70,8KEB1lcjKlIVSd6uA8JB9w,Cafe Rio,7040 S Durango Dr,Las Vegas,NV,89113,36.060258,-115.27869,2.5,227,1,"Mexican, Cafes, Restaurants",1,0,2,0,1,average,1,1,1,1,1,0,no,none,casual,1,0,1,0,0,1,0,0,0,0
71,FvVSy2r7_zDEhZWqLgjXNQ,The Bagel Cafe,301 N Buffalo Dr,Las Vegas,NV,89145,36.1761018,-115.2602821,4,1005,1,"Breakfast & Brunch, Bagels, Delis, Coffee & Tea, Comfort Food, Cafes, Bakeries, Food, Restaurants",1,0,3,1,1,average,1,2,0,1,1,1,free,beer_and_wine,casual,1,1,1,0,0,0,0,0,0,0
72,N-L7ISdndWsIWdK0fn29wg,Curry Pot,3355 S Las Vegas Blvd,Las Vegas,NV,89109,36.1226902,-115.1701939,3.5,144,1,"Restaurants, Indian, Vegetarian, Fast Food",1,0,2,0,0,average,1,2,0,1,2,0,no,none,casual,1,0,1,0,0,0,0,1,0,0
73,YBE7FO11s32f6BEpTAJ5Rw,The Mixx Grill and Lounge,"750 S Rampart Blvd, Ste 16",Las Vegas,NV,89145,36.1643423,-115.2897075,3.5,308,0,"American (New), American (Traditional), Arts & Entertainment, Lounges, Restaurants, Tapas/Small Plates, Breakfast & Brunch, Tapas Bars, Bars, Nightlife, Cocktail Bars, Music Venues",1,1,3,3,1,average,1,2,1,1,2,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
74,OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,3400 Las Vegas Blvd S,Las Vegas,NV,89109,36.121237,-115.174105,3,1367,1,"American (New), Buffets, Restaurants, American (Traditional)",1,0,2,1,0,average,1,2,0,1,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
75,Os1n1_idfw9vv9kwULGJnQ,Island Style Restaurant,"3909 W Sahara Ave, Ste 1",Las Vegas,NV,89102,36.14403504,-115.1933892,4.5,803,1,"Restaurants, Japanese, Hawaiian, Korean, Asian Fusion",1,1,2,1,1,average,1,2,0,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,1,0
76,rvnTFEq7R2ZHg0_CYbBNFw,Village Seafood Buffet,"Rio All-Suite Hotel & Casino, 3700 W. Flamingo Road",Las Vegas,NV,89103,36.118117,-115.187298,3.5,821,0,"Restaurants, Seafood, Buffets",1,1,1,1,0,average,0,3,0,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,0
77,2PS9kBbuJcmBhcNp-D62uA,Mom's Teriyaki,"2555 S Jones Blvd, Ste 3",Las Vegas,NV,89146,36.1433289,-115.2254093,4.5,166,1,"Japanese, Restaurants, Hawaiian, Asian Fusion",1,0,3,1,1,average,1,1,0,0,1,0,free,none,casual,1,1,1,0,0,0,0,0,1,0
78,Gyrez6K8f1AyR7dzW9fvAw,Casanova,"3377 S Las Vegas Blvd, Ste 2170",Las Vegas,NV,89109,36.12157923,-115.1686639,4,495,1,"Restaurants, Tapas Bars, Mediterranean, Italian",1,1,1,2,0,average,1,2,0,0,1,1,free,full_bar,casual,1,0,1,0,0,0,1,0,0,0
79,78hGCrQ6wLA2yh8zMywnmw,Wahoo's Fish Tacos,1000 S Rampart,Las Vegas,NV,89145,36.16068335,-115.2897787,3.5,303,1,"Gluten-Free, Seafood, Restaurants, Mexican",1,0,2,1,1,average,1,1,1,1,1,1,free,full_bar,casual,1,1,1,0,0,1,0,0,0,0
80,IMLrj2klosTFvPRLv56cng,Honey Salt,1031 S Rampart Blvd,Las Vegas,NV,89145,36.160577,-115.292996,4,1517,1,"Cafes, American (New), Restaurants",1,1,3,1,1,average,1,2,1,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
81,77h11eWv6HKJAgojLx8G4w,Eggslut,3708 Las Vegas Blvd S,Las Vegas,NV,89109,36.10999913,-115.1742914,4,1826,1,"Sandwiches, Restaurants, Breakfast & Brunch",1,0,3,1,0,average,1,2,0,0,1,0,no,none,casual,0,0,1,0,0,0,0,0,0,0
82,pH0BLkL4cbxKzu471VZnuA,SUSHISAMBA - Las Vegas,3327 Las Vegas Blvd S,Las Vegas,NV,89109,36.1245819,-115.1675529,4,2355,1,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife",0,1,1,1,0,average,1,3,0,0,1,1,no,full_bar,casual,1,0,1,1,0,0,0,0,1,0
83,vzrcPqSdRY41GoO5DR5pYA,Landry's Seafood House,2610 W Sahara Ave,Las Vegas,NV,89102,36.144997,-115.175625,3,263,0,"Restaurants, Seafood, Steakhouses, American (Traditional)",1,1,1,1,1,average,1,2,1,1,0,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
84,7EZ4Eu7YJ1ltRCC5jXFJrQ,Corner Market Buffet,3300 S Las Vegas Blvd,Las Vegas,NV,89109,36.124829,-115.171991,2.5,760,1,"Event Planning & Services, Buffets, Asian Fusion, Restaurants, Hotels & Travel, American (Traditional), Sushi Bars, Hotels, Breakfast & Brunch",1,0,0,1,0,average,0,2,0,0,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
85,-9YyInW1wapzdNZrhQJ9dg,Fresh Buffet,3000 Paradise Rd,Las Vegas,NV,89109,36.1362575,-115.1512526,2.5,193,1,"Buffets, Restaurants",1,0,3,3,0,average,1,2,0,0,1,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,0
86,i3mZIwNi1EiJ7-1A8amoyw,Amena Bakery & Deli,"2101 S Decatur Blvd, Ste 10",Las Vegas,NV,89102,36.148922,-115.209227,4.5,317,1,"Middle Eastern, Restaurants, Mediterranean, Bakeries, Food, Greek",1,0,2,1,1,quiet,1,2,0,1,1,0,no,none,casual,1,0,1,0,0,0,0,0,0,0
87,LPMZ9N1sAjs2nDx7DmiZ2w,Palermo's Pizza,"1370 E Flamingo Rd, Ste F",Las Vegas,NV,89119,36.1154564,-115.1338935,3,145,1,"Restaurants, Pizza, Food, Food Delivery Services",1,0,2,1,1,quiet,1,1,1,1,1,1,free,none,casual,1,1,1,0,0,0,0,0,0,0
